字词	拼音	词频
及其	ji qi	9572
成立	cheng li	9572
颜色	yan se	9560
评价	ping jia	9536
特	te	9524
风格	feng ge	9513
兄弟	xiong di	9477
动	dong	9465
困难	kun nan	9453
气	qi	9442
产业	chan ye	9442
更多的	geng duo de	9442
没人	mei ren	9430
鸟	niao	9418
哥	ge	9418
神	shen	9418
连接	lian jie	9418
教师	jiao shi	9418
甘	gan	9371
教	jiao	9371
反应	fan ying	9371
丰富	feng fu	9371
值得	zhi de	9371
中文	zhong wen	9371
概念	gai nian	9348
请问	qing wen	9336
当地	dang di	9325
面前	mian qian	9313
观点	guan dian	9313
人的	ren de	9313
有了	you le	9313
梦	meng	9302
配合	pei he	9302
蛮	man	9290
连续	lian xu	9290
主题	zhu ti	9278
独立	du li	9255
那种	na zhong	9255
那种	nei zhong	9255
唔	wu	9244
中国人	zhong guo ren	9244
同志	tong zhi	9232
代理	dai li	9221
降低	jiang di	9221
职业	zhi ye	9198
从来	cong lai	9186
长	zhang	9175
值	zhi	9175
鱼	yu	9175
评论	ping lun	9175
骂	ma	9163
即可	ji ke	9163
相应	xiang ying	9163
女生	nv sheng	9152
经理	jing li	9152
月份	yue fen	9152
陪	pei	9129
性能	xing neng	9129
综合	zong he	9129
原则	yuan ze	9129
既	ji	9095
当年	dang nian	9095
改革	gai ge	9095
从而	cong er	9095
哭	ku	9073
镇	zhen	9073
英文	ying wen	9073
每年	mei nian	9050
痛苦	tong ku	9050
艺术	yi shu	9050
协议	xie yi	9039
意识	yi shi	9039
建	jian	9016
洗	xi	9016
力	li	8983
消费	xiao fei	8983
英国	ying guo	8983
懂	dong	8960
节目	jie mu	8960
上来	shang lai	8949
还能	hai neng	8938
商品	shang pin	8938
那边	na bian	8927
那边	nei bian	8927
提示	ti shi	8905
合理	he li	8893
用于	yong yu	8882
应当	ying dang	8871
等待	deng dai	8849
行动	xing dong	8849
形象	xing xiang	8849
双	shuang	8838
口	kou	8827
干什么	gan shen me	8816
最大的	zui da de	8816
背景	bei jing	8805
它的	ta de	8805
来到	lai dao	8805
理由	li you	8805
中间	zhong jian	8805
翻译	fan yi	8794
就在	jiu zai	8794
指	zhi	8783
发挥	fa hui	8783
回到	hui dao	8783
持续	chi xu	8783
事业	shi ye	8783
跌	die	8772
老大	lao da	8772
制定	zhi ding	8772
追求	zhui qiu	8772
皮肤	pi fu	8761
留下	liu xia	8761
既然	ji ran	8761
仍	reng	8751
公布	gong bu	8751
不好意思	bu hao yi si	8751
活	huo	8740
球	qiu	8740
不太	bu tai	8729
大部分	da bu fen	8729
练	lian	8718
办理	ban li	8718
合适	he shi	8718
就算	jiu suan	8718
成熟	cheng shu	8718
当前	dang qian	8707
多了	duo le	8707
添加	tian jia	8707
教授	jiao shou	8707
竞争	jing zheng	8707
东	dong	8696
女性	nv xing	8664
看过	kan guo	8653
加油	jia you	8642
不懂	bu dong	8621
旁边	pang bian	8621
高兴	gao xing	8621
创新	chuang xin	8621
内存	nei cun	8610
辛苦	xin ku	8610
见到	jian dao	8588
提	ti	8578
清	qing	8578
使得	shi de	8578
亿	yi	8567
规范	gui fan	8567
互联网	hu lian wang	8567
除	chu	8546
你要	ni yao	8546
正是	zheng shi	8546
重庆	chong qing	8546
硬盘	ying pan	8535
攻击	gong ji	8514
做到	zuo dao	8514
详细	xiang xi	8503
天涯	tian ya	8482
人才	ren cai	8461
笔记本	bi ji ben	8461
观众	guan zhong	8450
可怜	ke lian	8450
走了	zou le	8450
有时	you shi	8440
才是	cai shi	8429
又是	you shi	8429
寻找	xun zhao	8419
通	tong	8398
云	yun	8398
大盘	da pan	8398
或许	huo xu	8387
主动	zhu dong	8387
病毒	bing du	8377
特殊	te shu	8377
指导	zhi dao	8377
改善	gai shan	8367
迅速	xun su	8367
下降	xia jiang	8367
比例	bi li	8356
好久	hao jiu	8346
商业	shang ye	8346
措施	cuo shi	8335
更是	geng shi	8325
明年	ming nian	8315
房间	fang jian	8315
经典	jing dian	8315
就能	jiu neng	8315
上去	shang qu	8315
酒	jiu	8304
优秀	you xiu	8304
冲	chong	8294
不去	bu qu	8294
紧张	jin zhang	8294
饿	e	8284
群众	qun zhong	8273
奇怪	qi guai	8273
有限	you xian	8263
提前	ti qian	8253
处于	chu yu	8253
倒是	dao shi	8242
投资者	tou zi zhe	8242
不足	bu zu	8232
的确	di que	8222
好吧	hao ba	8222
猫	mao	8212
伤害	shang hai	8212
期待	qi dai	8201
嘻嘻	xi xi	8201
以来	yi lai	8201
票	piao	8191
咩	mie	8191
不可	bu ke	8191
带着	dai zhe	8191
规模	gui mo	8181
表达	biao da	8161
假	jia	8140
据说	ju shuo	8140
尽量	jin liang	8120
酒店	jiu dian	8120
并不是	bing bu shi	8120
接口	jie kou	8110
久	jiu	8100
病	bing	8090
六	liu	8090
美元	mei yuan	8090
角度	jiao du	8090
动作	dong zuo	8080
技能	ji neng	8080
不了	bu liao	8070
判断	pan duan	8070
小说	xiao shuo	8070
广东	guang dong	8060
自身	zi shen	8060
规则	gui ze	8050
画	hua	8040
核心	he xin	8040
区别	qu bie	8040
抓	zhua	8029
德国	de guo	8029
进来	jin lai	8029
整理	zheng li	8029
呗	bei	8019
曾	ceng	8019
体系	ti xi	8019
体现	ti xian	8019
你说	ni shuo	8019
轻松	qing song	8019
手段	shou duan	8019
平	ping	8010
至于	zhi yu	8010
参考	can kao	8010
邮箱	you xiang	8010
有时候	you shi hou	8010
战略	zhan lue	8000
掌握	zhang wo	8000
出口	chu kou	8000
放心	fang xin	7990
段	duan	7980
急	ji	7980
帐号	zhang hao	7980
好看	hao kan	7970
一段	yi duan	7970
套	tao	7960
让他	rang ta	7960
课	ke	7950
创造	chuang zao	7950
时期	shi qi	7950
药	yao	7930
避免	bi mian	7930
接触	jie chu	7930
实行	shi xing	7920
思考	si kao	7920
变得	bian de	7910
推广	tui guang	7910
也没	ye mei	7900
心中	xin zhong	7891
充分	chong fen	7891
自我	zi wo	7891
召开	zhao kai	7881
草	cao	7871
中央	zhong yang	7861
任	ren	7851
土地	tu di	7832
格式	ge shi	7832
理	li	7822
留言	liu yan	7822
站在	zhan zai	7822
城	cheng	7812
培养	pei yang	7812
距离	ju li	7812
名称	ming cheng	7803
两人	liang ren	7803
欧洲	ou zhou	7803
罗	luo	7793
加班	jia ban	7793
阳光	yang guang	7793
吸引	xi yin	7783
小姐	xiao jie	7773
令	ling	7764
快速	kuai su	7764
想起	xiang qi	7764
一句	yi ju	7764
货	huo	7754
支付	zhi fu	7754
我说	wo shuo	7754
唱	chang	7744
雨	yu	7744
强调	qiang diao	7744
基本上	ji ben shang	7735
之类	zhi lei	7725
武汉	wu han	7725
左	zuo	7716
不在	bu zai	7716
附件	fu jian	7716
现代	xian dai	7716
一旦	yi dan	7716
资产	zi chan	7706
哟	yo	7696
推进	tui jin	7696
推动	tui dong	7687
蓝	lan	7677
理想	li xiang	7677
飞机	fei ji	7658
人士	ren shi	7658
论文	lun wen	7649
今日	jin ri	7649
在于	zai yu	7649
抢	qiang	7639
常	chang	7630
菜	cai	7620
保障	bao zhang	7620
主任	zhu ren	7620
涉及	she ji	7620
色	se	7601
地位	di wei	7592
此次	ci ci	7592
网页	wang ye	7582
县	xian	7573
给他	gei ta	7563
编辑	bian ji	7554
忘了	wang le	7554
建筑	jian zhu	7544
拒绝	ju jue	7544
一场	yi chang	7544
混	hun	7535
想想	xiang xiang	7535
就行	jiu xing	7526
小孩	xiao hai	7516
指出	zhi chu	7516
逐渐	zhu jian	7516
团队	tuan dui	7507
尽快	jin kuai	7507
集	ji	7498
出了	chu le	7498
一块	yi kuai	7498
民族	min zu	7488
利润	li run	7488
文档	wen dang	7488
不大	bu da	7479
通常	tong chang	7479
你就	ni jiu	7479
广大	guang da	7479
强烈	qiang lie	7479
承担	cheng dan	7479
上涨	shang zhang	7479
平均	ping jun	7470
大小	da xiao	7470
干吗	gan ma	7470
就不	jiu bu	7470
就有	jiu you	7470
感	gan	7460
各个	ge ge	7460
作出	zuo chu	7460
火	huo	7451
操	cao	7451
突破	tu po	7451
公开	gong kai	7451
敢	gan	7442
战士	zhan shi	7442
一片	yi pian	7442
赚钱	zhuan qian	7432
舒服	shu fu	7423
有着	you zhe	7423
较	jiao	7414
在家	zai jia	7405
退	tui	7395
法国	fa guo	7395
咨询	zi xun	7395
完美	wan mei	7395
房	fang	7386
大陆	da lu	7386
不多	bu duo	7368
充满	chong man	7368
南	nan	7350
就好	jiu hao	7340
正好	zheng hao	7340
天气	tian qi	7331
坐在	zuo zai	7331
脸	lian	7322
机制	ji zhi	7322
破	po	7313
患者	huan zhe	7313
保存	bao cun	7304
超级	chao ji	7304
上述	shang shu	7304
允许	yun xu	7304
刺激	ci ji	7295
从事	cong shi	7295
件	jian	7286
状况	zhuang kuang	7277
噢	o	7268
天津	tian jin	7268
缺乏	que fa	7268
负责人	fu ze ren	7268
呃	e	7259
做出	zuo chu	7259
地图	di tu	7249
老子	lao zi	7249
基于	ji yu	7249
如下	ru xia	7249
宿舍	su she	7249
吴	wu	7222
怀疑	huai yi	7222
大型	da xing	7204
很有	hen you	7204
强大	qiang da	7204
为主	wei zhu	7204
实力	shi li	7195
电信	dian xin	7187
拿到	na dao	7187
流程	liu cheng	7187
德	de	7178
拍摄	pai she	7178
定义	ding yi	7178
难以	nan yi	7178
借	jie	7169
声	sheng	7169
两天	liang tian	7169
过了	guo le	7169
今晚	jin wan	7169
傻	sha	7160
克	ke	7151
雪	xue	7151
整	zheng	7151
这位	zhe wei	7151
喊	han	7142
高速	gao su	7142
总结	zong jie	7142
开放	kai fang	7133
重大	zhong da	7133
观察	guan cha	7124
赶紧	gan jin	7124
局	ju	7098
表明	biao ming	7098
跳	tiao	7089
提交	ti jiao	7080
补	bu	7071
一只	yi zhi	7071
目录	mu lu	7062
成员	cheng yuan	7062
微软	wei ruan	7062
养	yang	7053
成长	cheng zhang	7053
有空	you kong	7053
华	hua	7045
矛盾	mao dun	7045
恶	e	7036
某些	mou xie	7036
确保	que bao	7036
团	tuan	7027
现	xian	7027
相比	xiang bi	7027
实践	shi jian	7027
联合	lian he	7010
会不会	hui bu hui	7010
晓得	xiao de	7001
取消	qu xiao	6992
权利	quan li	6983
门口	men kou	6975
一半	yi ban	6975
反	fan	6966
发送	fa song	6966
提醒	ti xing	6957
参数	can shu	6949
一套	yi tao	6949
玩家	wan jia	6949
味道	wei dao	6949
角色	jue se	6940
上升	shang sheng	6931
砸	za	6923
待	dai	6914
显得	xian de	6914
高级	gao ji	6906
深入	shen ru	6906
适应	shi ying	6906
篇	pian	6897
想要	xiang yao	6888
烦	fan	6871
描述	miao shu	6871
什么时候	shen me shi hou	6871
立即	li ji	6863
路上	lu shang	6863
投	tou	6854
根	gen	6854
训练	xun lian	6854
重视	zhong shi	6854
损失	sun shi	6854
彻底	che di	6846
一名	yi ming	6846
令人	ling ren	6837
浪费	lang fei	6829
印象	yin xiang	6829
深	shen	6820
学院	xue yuan	6820
求	qiu	6812
著名	zhu ming	6812
道理	dao li	6803
固定	gu ding	6803
扩大	kuo da	6803
身份	shen fen	6803
商务	shang wu	6795
实际上	shi ji shang	6795
发出	fa chu	6786
承认	cheng ren	6786
一致	yi zhi	6786
亲	qin	6778
展示	zhan shi	6778
查看	cha kan	6769
电	dian	6752
说了	shuo le	6752
英雄	ying xiong	6752
百度	bai du	6744
消失	xiao shi	6744
相同	xiang tong	6744
制造	zhi zao	6744
配	pei	6736
面试	mian shi	6736
之外	zhi wai	6736
万元	wan yuan	6736
修	xiu	6710
沈	shen	6710
学会	xue hui	6710
之中	zhi zhong	6710
交通	jiao tong	6694
仅仅	jin jin	6694
警察	jing cha	6694
款	kuan	6685
八	ba	6677
知	zhi	6669
特色	te se	6669
跟我	gen wo	6669
叶	ye	6660
表情	biao qing	6660
答案	da an	6660
鬼	gui	6652
清除	qing chu	6644
最多	zui duo	6644
何	he	6636
读书	du shu	6636
两年	liang nian	6627
感动	gan dong	6627
众多	zhong duo	6627
女子	nv zi	6603
收费	shou fei	6594
不说	bu shuo	6586
都能	dou neng	6586
实验	shi yan	6586
器	qi	6578
试	shi	6578
找个	zhao ge	6578
争取	zheng qu	6578
高度	gao du	6570
洗澡	xi zao	6570
世纪	shi ji	6570
哪些	na xie	6562
有所	you suo	6562
组成	zu cheng	6553
太阳	tai yang	6545
转载	zhuan zai	6545
周围	zhou wei	6545
黑色	hei se	6537
近期	jin qi	6537
面临	mian lin	6529
年龄	nian ling	6529
性格	xing ge	6521
乐	le	6513
满意	man yi	6513
谢	xie	6505
趋势	qu shi	6496
顺利	shun li	6496
导演	dao yan	6488
个月	ge yue	6488
检测	jian ce	6488
木	mu	6480
层	ceng	6480
多个	duo ge	6480
鼓励	gu li	6480
位于	wei yu	6480
仅	jin	6472
北	bei	6464
上课	shang ke	6464
始终	shi zhong	6464
时尚	shi shang	6456
是我	shi wo	6448
增强	zeng qiang	6448
为啥	wei sha	6448
将会	jiang hui	6440
贷款	dai kuan	6432
看法	kan fa	6432
女朋友	nv peng you	6432
肉	rou	6416
还会	hai hui	6416
级别	ji bie	6416
份	fen	6408
情绪	qing xu	6408
人民币	ren min bi	6408
重	zhong	6392
打击	da ji	6392
突出	tu chu	6392
楼上	lou shang	6392
指标	zhi biao	6392
一声	yi sheng	6392
情	qing	6384
记忆	ji yi	6384
赵	zhao	6376
不对	bu dui	6376
很久	hen jiu	6376
具备	ju bei	6376
宣布	xuan bu	6376
需	xu	6368
体验	ti yan	6368
而言	er yan	6368
记	ji	6360
农业	nong ye	6360
禁止	jin zhi	6360
一生	yi sheng	6344
工业	gong ye	6337
指定	zhi ding	6337
对我	dui wo	6329
模块	mo kuai	6321
七	qi	6313
我还	wo hai	6313
流	liu	6305
能否	neng fou	6305
合	he	6297
生气	sheng qi	6289
列	lie	6282
头发	tou fa	6282
生日	sheng ri	6282
收购	shou gou	6282
对不起	dui bu qi	6282
升	sheng	6266
多次	duo ci	6266
老人	lao ren	6266
效率	xiao lv	6266
论	lun	6258
噶	ga	6258
招	zhao	6258
严格	yan ge	6258
补充	bu chong	6250
定位	ding wei	6250
队伍	dui wu	6250
房价	fang jia	6242
首次	shou ci	6242
早点	zao dian	6242
做的	zuo de	6242
痛	tong	6235
多年	duo nian	6235
天下	tian xia	6235
生意	sheng yi	6235
搞定	gao ding	6227
市民	shi min	6227
很多人	hen duo ren	6227
欣赏	xin shang	6219
死了	si le	6219
率	lv	6211
帮你	bang ni	6211
回忆	hui yi	6211
采访	cai fang	6211
封	feng	6204
香	xiang	6204
石	shi	6204
完了	wan le	6196
武器	wu qi	6196
教学	jiao xue	6188
把握	ba wo	6173
课程	ke cheng	6173
常常	chang chang	6173
预计	yu ji	6173
危险	wei xian	6173
大学生	da xue sheng	6165
年代	nian dai	6157
跟你	gen ni	6157
举办	ju ban	6157
果然	guo ran	6150
话题	hua ti	6150
眼	yan	6142
返回	fan hui	6142
将来	jiang lai	6142
冷	leng	6135
直到	zhi dao	6127
易	yi	6119
晚安	wan an	6119
信号	xin hao	6112
而不是	er bu shi	6104
报价	bao jia	6096
保险	bao xian	6096
第三	di san	6096
多久	duo jiu	6096
加大	jia da	6096
信心	xin xin	6096
一是	yi shi	6089
付	fu	6081
派	pai	6066
都没	dou mei	6066
妻子	qi zi	6066
明星	ming xing	6059
几点	ji dian	6059
界面	jie mian	6059
只好	zhi hao	6059
仔细	zi xi	6059
运用	yun yong	6059
帅	shuai	6051
梦想	meng xiang	6051
最佳	zui jia	6043
反而	fan er	6036
半年	ban nian	6028
模型	mo xing	6028
属性	shu xing	6028
完整	wan zheng	6028
透露	tou lu	6021
说法	shuo fa	6021
阳	yang	6013
画面	hua mian	6013
渠道	qu dao	6013
女孩子	nv hai zi	6013
胡	hu	6006
分享	fen xiang	6006
当初	dang chu	6006
怎么办	zen me ban	6006
报名	bao ming	5998
讨厌	tao yan	5998
回头	hui tou	5998
家人	jia ren	5998
创建	chuang jian	5998
厂	chang	5991
动物	dong wu	5991
昨晚	zuo wan	5991
你在	ni zai	5983
十	shi	5976
分配	fen pei	5976
足够	zu gou	5976
影片	ying pian	5976
排	pai	5969
部队	bu dui	5969
加快	jia kuai	5969
油	you	5961
高手	gao shou	5961
有钱	you qian	5961
普遍	pu bian	5954
专用	zhuan yong	5954
逐步	zhu bu	5954
脸上	lian shang	5946
和谐	he xie	5946
今后	jin hou	5946
四川	si chuan	5946
停	ting	5939
树	shu	5939
驱动	qu dong	5939
无所谓	wu suo wei	5939
随时	sui shi	5932
挑战	tiao zhan	5924
广泛	guang fan	5924
一把	yi ba	5924
快递	kuai di	5917
死亡	si wang	5917
伟大	wei da	5909
发行	fa xing	5902
他说	ta shuo	5902
两次	liang ci	5902
上传	shang chuan	5902
组合	zu he	5895
道路	dao lu	5887
协调	xie tiao	5887
展开	zhan kai	5887
一件	yi jian	5880
网吧	wang ba	5880
阅读	yue du	5873
开会	kai hui	5865
见面	jian mian	5865
浙江	zhe jiang	5865
一部	yi bu	5858
先进	xian jin	5851
娱乐	yu le	5851
防止	fang zhi	5843
说过	shuo guo	5843
杂志	za zhi	5843
表演	biao yan	5836
命令	ming ling	5836
落实	luo shi	5836
表面	biao mian	5829
较大	jiao da	5829
镜头	jing tou	5829
邀请	yao qing	5829
共享	gong xiang	5822
奥	ao	5814
大哥	da ge	5814
流行	liu xing	5814
接近	jie jin	5814
下周	xia zhou	5814
小区	xiao qu	5814
算是	suan shi	5814
保留	bao liu	5807
即将	ji jiang	5807
然而	ran er	5807
热情	re qing	5807
尝试	chang shi	5793
食品	shi pin	5793
优化	you hua	5793
牌	pai	5771
军	jun	5771
疯狂	feng kuang	5771
科	ke	5764
身	shen	5764
半天	ban tian	5764
采购	cai gou	5764
那时	na shi	5757
作业	zuo ye	5757
聪明	cong ming	5757
白色	bai se	5750
付款	fu kuan	5750
奖励	jiang li	5750
精彩	jing cai	5750
用来	yong lai	5750
翻	fan	5742
大大	da da	5742
男生	nan sheng	5742
简直	jian zhi	5742
食物	shi wu	5742
星	xing	5735
个性	ge xing	5735
心态	xin tai	5728
至今	zhi jin	5728
所在	suo zai	5728
看不到	kan bu dao	5728
最好的	zui hao de	5728
帖	tie	5721
随	sui	5721
发言	fa yan	5721
准确	zhun que	5721
必然	bi ran	5714
关闭	guan bi	5714
照顾	zhao gu	5714
权	quan	5707
本地	ben di	5707
美好	mei hao	5707
转移	zhuan yi	5707
泡	pao	5700
还	huan	5685
价	jia	5685
现有	xian you	5678
出发	chu fa	5678
面积	mian ji	5671
批准	pi zhun	5664
破坏	po huai	5664
各类	ge lei	5664
此时	ci shi	5664
奥运	ao yun	5664
法师	fa shi	5657
贡献	gong xian	5657
营销	ying xiao	5657
库	ku	5650
商	shang	5650
股份	gu fen	5650
二是	er shi	5650
追	zhui	5643
玉	yu	5643
吃了	chi le	5643
出差	chu chai	5643
如今	ru jin	5643
场	chang	5636
还不	hai bu	5636
全市	quan shi	5636
日期	ri qi	5629
须	xu	5622
要么	yao me	5622
工作人员	gong zuo ren yuan	5622
物	wu	5615
特征	te zheng	5615
几年	ji nian	5615
战争	zhan zheng	5615
引用	yin yong	5615
背	bei	5608
章	zhang	5608
道德	dao de	5608
金融	jin rong	5601
什么样	shen me yang	5601
